ABN	Charity Name
91371935445	The Trustee For Sterling Memorial Charitable Trust
91393392923	The DogFather Rescue Inc
91395788471	The Roman Catholic Archbishop Of Perth Lockridge Parish
91396470162	Hastings Little Wishes
91396858788	The Trustee For The King's College Building Fund
91397029580	IHEMP VICTORIA INCORPORATED
91402095519	Invictus Investigations Inc
91402769768	Take a Swing for Mental Health
91402875571	The Trustee For Chabad House Carnegie Institution
91409639195	The Peninsula School Parents Association Incorporated
91415189628	Liverpool Plains Land Management Incorporated
91418966194	U3A South Australia Incorporated
91420515422	Binningup Beach Christian Youth Camp Inc
91420780367	Corporation Of The Synod Of The Diocese Of Brisbane
91421940255	Institute of the Sisters of Reparation
91426837132	St Marys Anglican Church North Melbourne
91427847812	Barlbinbinya Aboriginal Corporation
91428242665	Family Based Care Association North West Inc
91430404631	Ivanhoe Grammar School - Ivanhoe Exchange
91431313758	The Trustee For K And Mv Topliss Charitable Foundation
91434822489	Hindu Community Co-Operative Limited
91435579008	Greek Australian Charity Association ACT Incorporated
91438188952	The James and Hughes Charitable Trust
91439493344	Tailem Bend Catholic Parish
91439681183	St Paul's Catholic School
91448605266	Bramfield Park Primary School P&C Association
91449528191	COUNTRY EDUCATION FOUNDATION OF SNOWY MONARO INCORPORATED
91456978047	Noble Park Community Centre Inc
91457320288	Charles Wright Charitable Trust - Vision Australia Account
91463504363	The Trustee For The R.R.A. Environment Trust
91465285882	J & L Sobee
91473691625	Roman Catholic Trust Corporation For The Diocese Of Cairns
91475759274	The Amelia Eliza Holland Trust
91478288030	Cascade Primary School Parents And Citizens Association Inc
91480488998	The Trustee For Gift Fund For The George & Janet Parker Memorial Trust
91484242610	ANGLICAN PARISH OF WAGGA WAGGA
91489836405	The Diocese Of Wagga Wagga As Trustee For St Patricks Primary School Griffith
91491858753	Saint Columba's Church
91492557416	AUSTRALIAN POLLINATOR ALLIANCE INCORPORATED
91494374278	The Roman Catholic Archbishop Of Perth Maddington Parish
91497405040	The Spiritual Assembly Of The Baha'Is Of Ipswich
91501892838	National Association of Enabling Educators of Australia Inc
91507396475	Sydney Taiwanese Care and Assistance Association Incorporated
91512538107	Harvey Congregation of Jehovah's Witnesses
91514980522	Orana Neighbourhood House Inc
91515038528	Ferntree Gully Independent Baptist Church
91517703245	Peter Yeo Charitable Trust
91521919214	Arts Deloraine
91523752325	Friends Of Manly Environment Centre (Fomec) Inc
91524986414	Redfern Rsl Sub-Branch
91525711747	Camberwell Kindergarten And Child Care Centre Inc.
91525991462	United Pentecostal Church Of Mackay
91527805252	New Life Fabric
91530037223	The Trustee For The Margaret Frances & Colin Mcculloch Scott Memorial Scholarshp
91531414590	The Corporation Of The Diocesan Synod Of North Queensland
91540596804	The Trustee For The Wales Family Foundation
91542201074	The Trustee For Lizzie Stokes Trust
91543530662	Tilligerry Adult & Community Education Inc
91543646292	Christadelphian Sunday School Association
91545861928	WELLNESS SISTERS
91547048648	St Joseph's Catholic School Tenterfield Canteen
91550342265	Yagoona Indonesian Congregation of Jehovah's Witnesses
91550886957	St Stephens Anglican Church Bomaderry
91550894895	Southern Ranges Ministry District
91552218673	The Diocese Of Wagga Wagga As Trustee For Xavier High School Albury
91552839641	Lindisfarne Anglican School
91552886103	Rose Park Uniting Church
91557665907	The Trustee For The Southern Cross Grammar School Scholarship Fund
91561037019	Oudshoorn Family Foundation
91561171684	St Thomas Mores Catholic Church Belgrave
91562678257	Warren Op Shop Inc
91564210853	Q C F Account Swallow T G Trust
91565491404	St Brigids P And F Association
91571586524	St Charles Borromeo Foundation Incorporated
91571607735	MRI Software Australia Public Ancillary Fund
91573033648	The SurFebruary Foundation
91574046645	Boggabri RSL sub-Branch (RSL NSW)
91581567489	The Colin Hicks Caldwell Trust
91582364017	The Trustee For Florence Bradford Scholarship Trust
91586043037	The Trustee for the McGrath Community Fund
91587413519	Glengowrie Uniting Church
91590122834	The Campus Bookstore
91590847930	Catholic Parish Of St Brendan Central Bankstown
91595687124	Smithfield Sub Branch Of The Returned & Services League Of Australia New South Wales Branch
91598367301	The Trustee For Estate B Roper
91598625642	The Trustee For Juanita Cragen Trust
91603900081	Private Enterprise Tutoring Scholarships Limited
91605042780	Edments A Trust
91605046457	Catholic Diocese Of Maitland-Newcastle
91605684160	Evolve Journey Limited
91607090746	National Academy of Human Values Ltd
91607254302	L.I.F Initiative Pty Ltd
91609809501	Verge Collaborative Limited
91610374475	House of Honour Pty Ltd
91612010265	Hay Baptist Church
91612123627	Media Centre For Education Research Australia
91616753328	The Corporation of the Roman Catholic Diocese of Toowoomba - Parish Grants
91617068710	AbleFinder Charity Incorporated
91617395831	WHITTLESEA U3A INC
91617487555	Mentors of Love and Wisdom Ltd
91618114846	Let's Do Good Today Foundation Ltd
91619508057	CYGNET CENTRE FOR PEACEBUILDING & TRANSFORMATION LTD.
91619662616	ELWOOD TALMUD TORAH CONGREGATION
91620451621	CatholicCare (NSW/ACT) Limited
91621447866	EA SOUTHEE PUBLIC SCHOOL PARENTS AND CITIZENS ASSOCIATION
91621806826	20 Beaches Foundation Limited
91622383546	Good2Great Australia
91624225038	Far North Community College Ltd
91625246086	TONE LIST INC.
91626584665	IN SITU SCIENCE LTD
91626683340	Rotary Club Of Coffs Harbour Community Services Fund Incorporated
91626943431	Northside Family Church Limited
91627081930	LifeFlight Commercial Limited
91627567131	Clarence Valley UC Ltd
91627914621	HEALTH4KIDS LTD.
91631908671	NEUTRAL BAY OOSH INCORPORATED
91633002268	The Trustee For The Helen Lyons Foundation
91633726748	Anglican Parish Of Shenton Park
91634040618	ACADEMY OF BREASTFEEDING MEDICINE - AUSTRALIA/NEW ZEALAND LTD
91634626270	CIRCULAR ECONOMY FOUNDATION LTD
91636671806	The Centre for Personal Evaluation and Community Enrichment Co-op Ltd
91637566208	GLOBAL HINDU ASSOCIATION FOR REFORM AND SUSTAINABLE SOCIETIES LIMITED
91637994720	CABRINI OUTREACH LIMITED
91638070471	Mudgee Christian Bookshop
91642021985	SYDNEY COMMUNITY HOUSING LIMITED
91645772318	PHM HEALTH AUSTRALIA LTD
91645785726	MERCIFUL SERVANTS LTD
91646229147	YOUR OWN WAY AUSTRALIA LIMITED
91646777102	AUSTRALIAN FAMILY NETWORK LTD
91647332367	AUSTRALIAN FRIENDS OF ISRAEL LIFE SAVING FEDERATION LTD
91648467636	FUNDING FUTUROS LIMITED
91648827212	NARI NARI TRIBAL COUNCIL LTD
91648895020	Riverside Church Grafton Incorporated
91650360946	AUSTRALIAN PATIENT ADVOCACY ALLIANCE LTD
91650652109	MINI TAILS FOUNDATION LTD
91651521676	AMYNCARE LTD
91651547170	STRONG BROTHER STRONG SISTER FOUNDATION LIMITED
91651744437	BUMBLEANCE AUSTRALIA LIMITED
91651937601	THE LADIES ROOM ED. LTD
91652626527	FREEDOM OF CHOICE AUSTRALIA LTD
91653082930	NERVE CONNECTION FOUNDATION LIMITED
91653761640	Tregeagle P&C Association
91653835495	YAHS OLD YANCONIANS' FOUNDATION LIMITED
91654198375	Jewish Education Foundation (Vic) Ltd
91655742608	KEY STAFFING LIMITED
91656254901	LADY LAWLEY FOUNDATION LTD
91657116244	Wollongong Regional Council
91657689060	THE REHABILITATION PROJECT LTD
91661481302	Royal Agricultural Society Of Western Australia Incorporated
91665765041	Meals On Wheels Cunnamulla Inc
91668721767	Blue Mountains District Assemblies Of God
91670454352	NCCA Aboriginal and Torres Strait Islander Development Fund
91674505998	UCA - Five Dock Drummoyne Uniting Church
91677106763	Coffs Harbour Employment Support Services Ltd
91678138778	Campbelltown Community Preschool Incorporated
91678230250	Uca - Bangalow - Byron Bay Church Council
91683036082	Association Of Australian Decorative And Fine Arts Societies Incorporated
91687261825	Lugarno Public School P&C Association
91691866880	The PKKP Aboriginal Corporation RNTBC
91693596441	The Trustee for Gospel Trust No 5
91696492240	The Trustee For Stephen Hawkesworth Trust
91696597372	St Augustine's Catholic Church Yarraville
91699125102	Brisbane Catchments Network Inc
91703869924	Trust Of William Henry Ingram
91707055195	Dr John Singleton Trust Fund
91707989930	Deliverance Christ Church Australia Inc
91717184143	Akngwertnarre Association Incorporated
91721728761	Tregear Presbyterian Church
91724320993	Presbyterian Church Of Aust The State Of NSW Parish Of Gladesville Hunters
91728324316	St Nicholas Early Education
91728908655	Life And Human Relations Incorporated
91729254450	So Change Inc.
91731461160	Uca - Wentworth District Co-Operating Parish
91736233610	The Trustee For Gilmour Foundation
91739089739	Uniting Church Congregation Spearwood
91743976518	The Trustee For Ngarluma And Yindjibarndi Foundation Trust
91746745827	Wollumbin High School Parents and Citizens' Association
91747212350	The Trustee For Frederick Campbell Endowment Fund
91747259885	Innisfail Community Preschool & Kindergarten Association Inc
91748176773	Yea Wetlands Trust Fund
91752591635	Castle Hill Pre School Kindergarten Inc
91758665749	Nauiyu Nambiyu Aboriginal Corporation
91759264151	Australian Catholic Cursillo Movement National Secretariat
91761698378	Murwillumbah High School Parents & Citizens Association
91765078109	Aboriginal Foundation Of South Australia Incorporated
91767338538	University Senior College Building Fund Incorporated
91768504663	Congregational Christian Church in Samoa (EFKS) Brimbank Parish Incorporated
91769840170	Living Church Creek Road
91770583323	HAWTHORN RSL SUB-BRANCH PATRIOTIC FUND
91771934883	Harmony Baptist Church
91779569268	Hampton Park Congregation of Jehovah's Witnesses
91779797230	St Andrews Presbyterian Church Gosford Charge
91782891732	Friends Of Ellis Brook Valley (Inc)
91790683499	PETERSHAM RSL SUB-BRANCH (RSL NSW)
91790801620	The Trustee For Robert & Catherine Welchman Bequest
91792464463	The Trustee For Mizrachi Organisation Yavneh College School Building Fund
91794316901	Psychotherapy And Counselling Federation Of Australia
91796828603	The Trustee For Deakin Allen And Marj Coombs Childrens Welfare Trust
91799090468	The Trustee For East West Gospel Trust
91813298159	MONSIGNOR HAWES HERITAGE INCORPORATED
91815451804	Berwick Samoan Congregation of Jehovah's Witnesses
91825795315	Anglican Parish Of Gosford
91833041753	Ashwood Assembly
91833585187	Serving Hands Inc
91834115278	The Australian Festival Of Travel Writing
91838118676	The Trustee For John Melrose Charitable Trust
91840980310	Latvian Educational Advancement Co-Operative Society Ltd
91850813100	THE ROTARY CLUB OF KINGS CROSS BENEVOLENT FUND INCORPORATED
91858983224	Minlaton Uniting Church Of Australia
91860912692	Wandoo Aboriginal Corporation
91862573996	Uca - Cobden Parish
91874273928	Community Based Support Limited
91874500653	Macedonian Orthodox Cathedral Church Nativity of the Most Holy Mother of God - Sydenham
91880381366	THE MORRIN FOUNDATION
91880838249	Shear Existence Inc
91883702895	Mc Caughey Memorial Institute
91884217942	Lhere Artepe Aboriginal Corporation RNTBC
91884744728	THE RETURNED AND SERVICES LEAGUE OF AUSTRALIA VICTORIAN BRANCH - HOPETOUN WELFARE PATRIOTIC FUND
91886584686	Strathfield Congregation of Jehovah's Witnesses
91887197743	St. Cecilia Productions Tasmania Inc.
91891337923	St Kilda Arts Community Incorporated
91892387451	Capalaba Congregation of Jehovah's Witnesses
91893631195	Catholic Education Office
91893776450	The Trustee for The Ping Lam Charitable Trust
91894641875	The Peter O'Connor Foundation
91896877254	Women In Super
91901194230	Helpful Hampers
91901569303	The Trustee For Johnny Dennis Light Music Trust
91912070942	Alcohol Tobacco And Other Drugs Council (Tas)
91912155425	ACPT - St Andrew's Cathedral Trust
91913183682	Connect2Group
91914874903	The Commercial Law Association Of Australia Ltd
91921708284	Empowered Christian Life Ministries Inc.
91922863387	Swan Christian Education Assn Inc
91940639566	Christadelphian Gospel Proclamation Association
91941591414	Rockdale Congregation of Jehovah's Witnesses
91942215751	Wimmera Southern Mallee Local Learning & Employment Network Incorporated
91954038667	Albury Toy Library Incorporated
91958040052	The Trustee For Australian Trade College North Brisbane Scholarship Fund
91958876986	Fleurieu Occasional Community Children's Centre Incorporated
91959409475	Castlemaine Seed Library
91960610220	The Branches Community Church
91964648668	R1215 Incorporated
91964933481	Feltspace Incorporated
91967940892	Nindilingarri Cultural Health Services Inc
91971305940	The Trustee For Segula Foundation
91973646877	Wauchope Baptist Church
91987855806	St Lukes P And F Association
91989931836	The Jeremiah Project Incorporated
91994107645	The Trustee For William Peacock Estate Temperance Promotion Trust
91994499750	NOOSA ARTS THEATRE INC
92001983026	The Australasian Professional Society On Alcohol & Other Drugs
92002044500	Karagi Court Ltd
92003108030	Community Broadcasting Association Of Australia Limited
92003175335	Ability Options Ltd
92003351915	Taree Christian Community School Ltd
92005215725	Ern Hartley Foundation Proprietary Limited
92005436623	Denman RSL sub-Branch (RSL NSW)
92005909544	Mater Christi College
92012926013	Big Heart Big Vision Incorporated
92017178183	Global Apostolic Network
92021331069	Hippocrates Australian Greek Aged Persons Association
92032127052	Believers Loveworld aka Christ Embassy
92036352714	The Roman Catholic Church As Trustee For St Josephs School Gilgandra
92036707910	Cooloola City Farm Nurseries Inc.
92040245066	Church Property Trust - Haberfield Land Sale Ordinance 1995
92047481509	Northern Beaches Business Education Network Incorporated
92058339683	JOONDALUP FAMILY CENTRE INC
92058746028	Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For The Catholic Parish Of Batemans Bay
92059989059	Council Of Christians And Jews NSW Inc
92060015627	EWI Incorporated
92067118889	The Australian Leadership Foundation
92067374585	New Heights Christian Fellowship
92067484146	Afl Sports Ready Limited
92070191986	Path Of Divine Restoration
92072399744	Eastern Hills Senior High School P&C Association Inc
92072564310	Legal Service Bulletin Co-Operative Ltd
92073381600	The Trustee For Phipps Charitable Trust
92073423110	Eastern Sydney Suicide Prevention Network
92074251237	Proficiency Testing Australia
92084839929	Anglican Parish Of Toongabbie
92085803916	Opera Australia Capital Fund Limited
92088913517	Services For Australian Rural And Remote Allied Health Ltd
92091716063	Kempsey Local Aboriginal Land Council
92095617066	Dial Before You Dig WA Ltd
92098187207	Ostara Australia Limited
92105643985	UNITING CHURCH IN AUSTRALIA QUIRINDI
92110379396	Macarthur Singers Incorporated
92110645773	JAPARA DEVELOPMENTS PTY LTD
92113037417	Path of Life Inc.
92114767949	Raising Children Network (Australia) Limited
92114833501	Science of the Soul
92119459853	Catholic Education Commission Of Victoria Limited
92124762027	The Florey Institute Of Neuroscience And Mental Health
92124854572	Brisbane North Samoan Congregation of Jehovah's Witnesses
92126598626	Catholic Parish Of St Michael's Thirroul
92128876681	ACPT - Penrith Trust
92129533618	East Doncaster Baptist Church
92132441626	Reality Learning Limited
92133259283	The Friends Of Koolunga Native Reserve Incorporated
92138780184	The Corporation Of The Synod Of The Diocese Of Brisbane
92138939699	Churchlands Community Cultural Trust Fund
92139179320	WARRAGUL RSL SUB-BRANCH PATRIOTIC FUND
92142560481	Trustees of the Order of Capuchin Friars Minor
92144303509	Baptist Church Cowra
92145418690	Central Coast Community Council Incorporated.
92153260694	GFS Australia Inc.
92154673793	Primary and Community Care Services Limited
92155134160	Central Coast Sports College Ltd
92155455044	St Thomas Aquinas Catholic Church Norlane
92155729385	THE TRUSTEE FOR J. HOLDEN FAMILY FOUNDATION
92155739154	UCA - CANBERRA CITY
92156423755	Murray PHN Limited
92156784632	Catholic Parish Of Our Lady Of Rosary Wyoming
92164660159	Gladstone Uniting Church
92165353131	PBCC SERVICES PTY LTD
92166544716	MGC BUILDING AND MAINTENANCE PTY. LTD.
92175929095	Ukrainian Autocephalic Orthodox Church In Australia And New Zealand Of St Aphanasius
92184522024	ACPT - South Sydney Trust
92184800982	Kimba Assembly Of God Church
92184803510	Lakemba Baptist Church
92194100506	Anglican Church Grammar School Parents & Friends Association
92195361244	Calvary Christian College Parents & Friends Association
92199676567	Trustees Of The Roman Catholic Church For The Diocese Of Lismore As Trustees For St John's College Woodlawn
92203413167	Redmango
92204874602	Trustees of The Sisters Of Our Lady of China
92205315463	MUDGEE DISTRICT ENVIRONMENT GROUP INC
92205369128	VICTORIA ANTI VIOLENCE INCORPORATED
92206124815	Geelong West Common Equity Rental Housing Co Operative Ltd
92208251481	LACHLAN VALLEY COMMUNITY RADIO INC.
92208307565	AUSTRALIAN FAMILIES 4 GENOMICS INCORPORATION
92217117935	Colchester Park Pre School Inc
92219498784	South East Tasmanian Aboriginal Corporation
92219979660	HSB YOUNG CHARITABLE TRUST
92224574644	BICTON PALMYRA RETURNED AND SERVICES LEAGUE SUB BRANCH
92224847047	A E Oldfield Trust
92234737066	Ingleburn Congregation of Jehovah's Witnesses
92248129007	Rooty Hill Sub-Branch Of The Returned Services League Of Australia
92259128251	The Trustee for the Trinity Grammar School Charitable Fund
92261166993	The Trustee For Richard W S Nicholas Agricultural Science Scholarships
92265053552	The Trustee For The Merton Hall Foundation Library Fund
92266141576	Tamworth High School P & C Association Incorporated
92270553678	Bermagui Baptist Church
92272737223	The Roman Catholic Church As Trustee For St Joseph's School Portland
92280046042	Catholic Parish Of St Joseph's Tweed Heads - St James Primary School
92291126804	Catholic Religious Australia
92302584388	Disability Advocacy And Complaints Service Of South Australia Incorporated
92302947814	Florence Rd Pre School
92304687046	Rainforest Peace Center
92306461065	UCA - Paddington Children's Centre
92311775761	Swansea Congregation of Jehovah's Witnesses
92312012800	Society For Growing Australian Plants Queensland Region Incorporated
92314925414	The Trustee For Edward Gonsalvo Heaton Trust
92316428482	Indigenous People of Biafra (Biafra Community in Australia) Incorporated
92316967866	St Mary's Catholic Church Williamstown
92317618016	Norwood Aged Cottage Homes Inc
92320238182	Anglican Parish Of Corryong
92322011828	Moranbah Rainbow Collective Inc.
92325178377	Ai Em Wg & M V Elliot Trust
92326504029	Minimbah Pre-school, Primary School Aboriginal Corporation
92330805485	The Corporation Of The Synod Of The Diocese Of Brisbane Wilston Parish
92338951639	The Trustee For Alan S Finlayson Scholarship Trust
92342367468	Good Shepherd Catholic Community School
92343426722	Indonesian Praise Centre In Affiliation With Church Of Christ Aust
92344181868	Dungan D E Estate
92345200773	Mt Nebo Residents' Association Inc
92346978070	St Peter's Presbyterian Church North Sydney
92347835719	Greek Orthodox Archdiocese Of Australiaconsolidated Trust Parish Of Saints Constantineand Helen Church Newtown
92350822896	FIRST CHURCH OF OUR LORD JESUS CHRIST - CAIRNS
92358380866	Uca - Parish Of Wembley Downs
92359475916	The Trustee For Joseph Vaughan Trust
92359483854	Women's Leadership Institute Australia Inc
92360714584	The Trustee For The Salvation Army (Wa) General Work
92364216457	Alpirakina Store Aboriginal Corporation
92364682521	Indigenous Law Students And Lawyers Association Of Victoria Tarwirri Inc
92364696852	Asian Medical Students' Association (AMSA) International - Australia
92366539122	Bendigo Diocesan Trusts Corporation
92369868033	All Nations Support Centre Incorporated
92374121898	The Trustee For The George Williamson Fund
92375794144	Christian City Church Hepburn Heights Incorporated
92384294435	Legion Of Mary Sydney Senatus
92389959154	The Thora And Frank Pearce Opera Foundation
92392718354	Asthan Babe Ke Trust
92393012622	Curtin Heritage Living Inc.
92398738198	Greek Orthodox Archdiocese Of Australia Consolidated Trust Parish Of St Raphael
92398979843	Khemara Uttararangsi Buddhist Temple of NT Incorporated
92403002805	Uniting Church In Australia Bendigo South Cluster
92406738778	Hungarian Golden Village And Cultural Centre Inc
92409033098	The Hertford Street Baptist Church
92411534896	The Trustee For The Girls Trust
92422178923	Ananguku Mimili Maku Arts Aboriginal Corporation
92422486269	Australian And New Zealand Hepatic Pancreatic And Biliary Association Incorporated
92426026990	Crane Family Foundation
92426535956	Living Miracles Australia Incorporated
92431161861	The Trustee For Alexander Flint Trust
92431670746	Seaford Congregation of Jehovah's Witnesses
92434950334	The Roman Catholic Archbishop Of Perthmajella Villas
92442292244	The Trustee For The Whitsunday Anglican School Foundation Library Fund
92448911618	Castle Personnel Services Ltd.
92451215210	Adelaide Society Of The New Church Inc
92452181453	AUSTRALIAN AND NEW ZEALAND SOCIETY OF NEURORADIOLOGY
92454719723	The Trustee For Plan B Trustees Aboriginal Peoples Trust
92455356950	Badimia Bandi Barna Aboriginal Corporation
92456457335	Australian Network on Disability Ltd
92463774259	Ringwood Congregation of Jehovah's Witnesses
92467107609	St Lukes Anglican Church Miranda
92467599425	St Joseph's Tranmere Parish School Board
92473425415	Bubbogullion 100 Landcare Group Incorporated
92476014742	Alfred Healthcare Trusts Ac S Green Research Fund
92486508751	Anglican Church Of Christ Church Balaklava
92488285885	ACPT - Willoughby East Trust
92488467455	Uca - Parish Of Westbury Uniting Church
92489718419	St. George Chaldean Catholic Parish
92495446647	Early Childhood Australia (NSW) Inc
92498922417	Ceduna Koonibba Aboriginal Health Service (Aboriginal Corporation)
92502642336	The Martin Copley Will Trust
92503971843	The Trustee For Alpine Church & Community Centre
92506144209	Catholic Parish Of The Holy Spirit Kurri Kurri
92508414083	Engage Academy Incorporated
92511664500	Gundaroo Mens Shed Inc
92525718075	Uca Emmanuel Cairns
92534776299	Newman College Uniform Shop
92538897132	Lakeland Senior High School Parents And Citizens Association Inc
92540373394	Trustees Of The Roman Catholic Curch For The Archdiocese Of Canberra & Goulburn As Trustee For St Clare's College Griffith Parent's & Friends Ass
92542739976	Southern Highlands Renal Appeal Incorporated
92546465264	Uca - Goondiwindi & District Uniting Church Parish
92548383873	Non Stop Worship Inc
92552429558	Our Saviour Lutheran Church Atherton
92554430874	Better Together Assoc Inc
92556127289	St Denis P & F Association
92558513479	FNQ TAIWANESE FRIENDSHIP ASSOCIATION INC.
92562983556	Mabel Kent Estate Scholarships Account
92576132891	St Augustines Catholic Church Melbourne
92580661876	Wright C Trust A/C Alfred Hospital
92581337049	The Returning Indigenous Corporation
92582518558	Lithuanian Women's Association Of South Australia Inc
92585072424	St Paul’s Outreach Trust
92586604712	Assembly Of God Church Wellington District Inc
92586732012	Ngumar Aboriginal Corporation
92588250583	THE TRUSTEE FOR GLENWOOD FOUNDATION
92593038806	Drouin Uniting Church
92606458308	Vabat Incorporated
92606609616	The Spot Academy Ltd
92606740836	InLife Independent Living Ltd
92606960730	No Limitts Pty Ltd
92607649343	Roman Catholic Archbishop Of Perth Lesmurdie Parish
92608145862	Joshua Aboriginal Corporation Dandaloo District
92610270988	My Sunshine
92610559101	SIMaid Limited
92611594680	The Trustee For Richard Thomas Hall Estate
92617522697	The Bilpin District Hall Inc
92618363974	Good Things Foundation Limited
92618423402	MultiSkill Centre Ltd
92620062820	ASIL FOUNDATION LIMITED
92621082124	Inala Village Residents Association Incorporated
92622499898	Leap In! Australia Ltd
92623003994	USMAN KHAWAJA FOUNDATION LTD
92624241621	Compass Leaving Care Limited
92625133431	The Centre for Child and Family Resilience Ltd
92625989773	The School For Building Resilience
92626057716	Saint Ignatius' College (Adelaide) Limited
92629083450	NOMAD ART GROUP LTD
92632180495	HUMANITY SERVICES LIMITED
92635635685	Access Incorporated
92635761527	THE AUSTRALASIAN SOCIETY FOR PHYSICAL ACTIVITY LTD
92635812994	YoungMac Ltd
92636226294	E3R - Equine Rescue Retirement Resort
92636721750	CROSSWAY CREATIVE ARTS LIMITED
92637534617	National Affordable Housing Consortium - Victoria Ltd
92637836321	Health Consumers Tasmania Ltd
92639088370	Canberra Wesleyan Methodist Church
92639679146	INNOCLUB LTD
92639846816	COMMUNITYXCHANGE LTD
92640062157	THE WORLD ANIMALS FUND LTD
92640440875	POSSABILITY HOLDINGS LTD
92640631323	Bendigo Maubisse Friendship Committee Incorporated
92641325719	Winchelsea Hostel and Nursing Home Society Inc.
92641498433	Koroit Port Fairy Charge Federal Board
92641954689	Monaro Rail Trail Incorporated
92643377584	COONAWARRA DANCE PROJECTS LTD
92643666317	AKAAL SIKH SOCIETY LAUNCESTON INC.
92644350756	THE HAVEN FOUNDATION AUSTRALIA LIMITED
92644512756	PTSD FRONTLINE LIMITED
92645078520	CELEBRATE AGEING LIMITED
92645501847	The Blue Hand Group Incorporated
92646159060	CHABAD OF BELLEVUE HILL LIMITED
92646174644	The Trustee For The Salvation Army (Wa) Social Work
92646719655	BLUECHPV LIMITED
92647341660	FOUNDATIONS FOR TOMORROW LTD
92647859336	SAINT MARY CHILDREN WOMEN & ELDERS SUPPORT SERVICE LTD
92648721911	CHALLENGE TRADE AND BUSINESS COLLEGE LIMITED
92648895774	CANCER SCHMANCER MOVEMENT LIMITED
92649266295	AUSTRALIAN HUMAN RELIEF FOUNDATION LIMITED
92649939864	ST JOHN'S LUTHERAN PRIMARY SCHOOL LTD
92651311934	Church Of Christ Redlands
92653088610	MYLI - MY COMMUNITY LIBRARY LTD
92654339250	JANKALYAN CHARITABLE FOUNDATION LIMITED
92655007926	BETTER TOMORROW MOVEMENT LTD
92655099898	The Road to NaLin Fund
92655420071	Canterbury Council Of Churches
92655913820	The Trustee For The Heritage Trust
92656015566	KINDNESS WORKS LTD
92656485113	The Ada Winifred Harrison Trust
92657576695	FOREST LAKE MEN'S SHED INC
92657728911	Wodonga District Senior Citizens Centre Incorporated
92660734993	The Trustee for The Yindjibarndi People Community Trust
92664532420	Colyton Congregation of Jehovah's Witnesses
92667938761	St Swithun's Anglican Church Pymble
92668197351	Norlane Church of Christ
92668293967	The Trustee For Doncaster Community Church Of Christ Trust Fund
92673705248	Tanilba Bay Public School P&C Association
92678470711	Maryborough South Congregation of Jehovah's Witnesses
92686080763	The Athletics International Trust
92687929269	Sacred Sites Preservation Project
92688551323	Sacred Heart Catholic Primary School Boggabri
92689539436	Sherbrooke Common Equity Rental Housing Co-Operative Ltd
92690214689	Church Of Christ Bankstown Region
92691121582	Mar Thoma Church Canberra Incorporated
92694248074	THE NEDA-E-AFGHAN CULTURAL COUNCIL ASSOCIATION INCORPORATED
92697174615	Darebin Blue Light Disco Inc
92700927107	The Potters House Christian Fellowship Church
92702478769	BONDI TOY LIBRARY INC
92704307836	DREAM CENTRE CHRISTIAN CHURCH LTD AS THE OPERATOR OF A PBI
92705846566	Encounter Uniting Church
92708946302	Mutitjulu Community Health Service (Aboriginal Corporation)
92713058266	Bundoora Congregation of Jehovah's Witnesses
92719264297	The Trustee For Boonah And District Art Gallery And Library Trust Gift Fund
92720353774	Scar Stories Inc.
92725548277	The Joan Purves Art Trust
92729586699	The Past Pupils Association Of Olv & Ssc - Victoria Australia Inc
92749240259	Anglican Parish of Quairading
92760170793	The Trustee For Australian Music Foundation
92760535018	Whittlesea RSL Sub-Branch Patriotic Fund
92764849224	Faith Baptist Church
92766868403	Ethnic Community Services Co-operative
92774439159	Uca - Wangaratta Parish
92780645833	The Trustee For A & H Rabinovitch Trust Fund (Act)
92783780350	Welshpool Congregation of Jehovah's Witnesses
92783893776	Grace Baptist Church
92798403604	HEART OF SALVATION MINISTRY AUSTRALIA INC
92807959788	Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For Holy Trinity Primary Curtin
92817008542	WATERSHED LANDCARE GROUP INCORPORATED
92824350706	St Andrews Presbyterian Church Benalla
92824828660	St Bedes Anglican Church Of Australia Drummoyne
92828874248	The Trustee For Revival Centres International Brisbane
92833482446	WETLANDS CONSERVATION SOCIETY INC
92834150621	Yarraleen Pre School Inc
92842309216	CRIB POINT RSL SUB-BRANCH PATRIOTIC FUND
92843274649	The Geelong Eisteddfod Society Inc
92844049576	Sydney University Evangelical Union
92854461862	Catholic Parish Of St Michael's Nowra
92855356458	Broadwater Congregation of Jehovah's Witnesses
92855421458	Give A Flick Inc
92855489309	Australian Association for Astronomy in Culture Incorporated
92858570517	Neerim District Agricultural and Horticultural Society Inc
92859677841	The Levant Club Of Hardine
92868619695	Inverell Baptist Church
92871199248	Lake Local Action Group for Skeleton Weed Incorporated
92873143141	Mount Tamborine Congregation of Jehovah's Witnesses
92875635548	The Trustee For The Stephen Rose Foundation
92878203060	The Trustee For Robertson Parish - Acpt (1372)
92881758257	Malaga multicultural alliance inc
92882272807	Inner East Social Housing Group Ltd
92886172757	The Trustee For Frances M. Church Trust
92887532148	The Trustee For The J.T. Hickling Research Trust
92891591625	Kada-Moda Maambakoort Aboriginal Corporation
